id,TransactionID,Date,CustomerID,PartNo,Quantity,Rate,TotalPrice,PartDescription,Category,Source,VehicleMake
730,5739,23-01-2025,CUST-673,04371-60070,3,4.62,13.86,LINK ROD,Others,Source,Mitsubishi
731,7407,02-04-2023,CUST-893,13070-ZK01A,2,19.89,39.78,OIL FILTER GASKET,Others,Aftermarket,Generic
732,10142,25-01-2023,CUST-447,21200-VJ20A,3,12.54,37.62,GASKET SEALANT,Others,Aftermarket,Nissan
733,5182,19-05-2025,CUST-367,12361-31081,1,3.96,3.96,PISTON RING,Others,OEM,Nissan
734,3548,18-12-2023,CUST-373,04465-06090,1,14.63,14.63,OIL FILTER,Others,OEM,Nissan
735,8354,29-10-2024,CUST-679,GWT131,2,16.76,33.52,CHAIN TENSIONER,Others,Aftermarket,VehicleMake
736,3156,26-01-2025,CUST-933,04465-0K580,1,9.71,9.71,SHAKE HOSE,Others,Aftermarket,Nissan
737,8808,15-02-2024,CUST-696,68173-60050,1,2.75,2.75,IDLER BEARING,Others,OEM,Nissan
738,4681,24-02-2024,CUST-699,21200-VJ20A,1,18.32,18.32,shock assembly,Others,OEM,VehicleMake
739,7060,23-10-2024,CUST-715,12305-0C011,2,4.41,8.82,AXLE BOOT,Others,OEM,Toyota
740,8615,21-01-2024,CUST-949,68174-60050,3,3.74,11.22,VALVE COVER GASKET,Others,Aftermarket,Mitsubishi
741,7140,22-09-2023,CUST-756,90311-T0015,3,5.28,15.84,OIL SEAL,Others,Aftermarket,VehicleMake
742,3971,18-08-2023,CUST-505,68172-60060,2,14.9,29.8,PETROLLOGGLE,Others,Aftermarket,VehicleMake
743,4993,12-04-2024,CUST-298,CRT96,1,5.71,5.71,SPARK PLUG,Others,Source,VehicleMake
744,10008,27-07-2024,CUST-124,13091-ZK00A,3,4.69,14.07,CON ROD BEARING(U),Others,Aftermarket,Nissan
745,4547,31-01-2024,CUST-279,48655-28020,2,13.6,27.2,CLUTCH COVER,Others,OEM,Nissan
746,5932,24-05-2023,CUST-106,SDT10193(STD),2,5.27,10.54,CON ROD BEARING,Others,Aftermarket,Mitsubishi
747,5629,08-04-2024,CUST-599,10101-EA225,2,15.87,31.74,SPARK PLUG,Others,Aftermarket,Honda
748,8201,21-05-2023,CUST-568,04111-11001,1,2.72,2.72,GROMMET,Others,Source,Mitsubishi
749,9815,22-02-2025,CUST-155,83320‑0K01A,1,6.42,6.42,THRUST WASher,Others,Aftermarket,Nissan
750,10127,15-01-2025,CUST-559,SWN30131,2,11.25,22.5,TIMING BELT,Others,Source,Honda
751,7372,14-10-2023,CUST-408,CET118,3,5.5,16.5,FUEL PUMP,Others,Aftermarket,Nissan
752,1580,03-10-2023,CUST-152,21200-VJ20A,2,7.15,14.3,shock assembly,Others,Aftermarket,Toyota
753,6093,17-03-2023,CUST-154,M748A-STD,2,14.66,29.32,TIEROD END,Others,Source,Honda
754,7371,04-04-2023,CUST-211,SDTA10193(STD),2,13.56,27.12,GEAR GASKET,Others,Aftermarket,Mitsubishi
755,8576,01-01-2025,CUST-306,90311-T0016,2,18.48,36.96,AXLE BOOT,Others,OEM,VehicleMake
756,4444,19-01-2025,CUST-543,35330-08010,3,16.04,48.12,brake shoe,Others,Aftermarket,Generic
757,5210,30-11-2023,CUST-842,16100-39456,3,8.56,25.68,OIL FILTER,Others,Source,VehicleMake
758,7113,11-12-2024,CUST-228,04465-06090,1,19.65,19.65,Brake pad,Others,Source,Generic
759,4011,07-01-2025,CUST-651,MIT-COMMON-MOUNTING,1,14.46,14.46,GASKET SEALANT,Others,OEM,Toyota
760,897,11-05-2025,CUST-560,KYB334400,3,17.06,51.18,PETROLLOAR ,Others,Aftermarket,Toyota
761,2427,16-04-2025,CUST-364,35330-73010,3,4.26,12.78,"BELT','Generic",Others,OEM,Honda
762,6449,13-06-2025,CUST-525,90919-01210,1,9.66,9.66,THERMOSTAT GASKET,Others,Source,Mitsubishi
763,9981,11-03-2023,CUST-416,04446-06060,2,8.89,17.78,CON ROD BEARING(U),Others,OEM,Generic
764,4960,22-11-2023,CUST-857,PartNo,3,3.44,10.32,LUBRICANT,Others,OEM,Generic
765,5531,24-03-2025,CUST-862,4PK980,1,18.56,18.56,OIL FILTER GASKET,Others,OEM,Generic
766,1891,07-06-2024,CUST-788,MTBC1008,1,11.79,11.79,air filter,Others,Source,Toyota
767,7384,11-08-2024,CUST-138,PartNo,3,12.46,37.38,FUEL PURIFICATION,Others,OEM,Toyota
768,3484,17-06-2025,CUST-161,17801-0C010,2,15.43,30.86,ENGINE INSULATION,Others,OEM,Honda
769,383,22-06-2024,CUST-695,13505-20030,1,16.44,16.44,GASKET KIT,Others,Source,Generic
770,3881,19-03-2024,CUST-130,04371-60070,1,9.13,9.13,BELT,Others,Source,VehicleMake
771,6570,09-05-2023,CUST-616,LUCIDES,2,12.92,25.84,GASKET KIT,Others,Aftermarket,Generic
772,2432,05-04-2025,CUST-512,LUCIDES,3,16.75,50.25,SPARK PLUG,Others,Aftermarket,Generic
773,10047,27-04-2023,CUST-513,90919-01233,3,3.61,10.83,LOWER ARM BUSH,Others,Source,Toyota
774,7982,23-02-2024,CUST-354,11193-70010,2,16.89,33.78,THERMOSTAT GASKET,Others,OEM,Generic
775,8291,19-12-2023,CUST-756,CB1232(STD),1,18.17,18.17,OIL SEAL,Others,Source,Toyota
776,6027,21-03-2023,CUST-372,48069-33060,3,8.58,25.74,GAS KIT,Others,OEM,Nissan
777,2220,23-08-2024,CUST-385,04465-0K580,2,18.58,37.16,CLUTCHDISK,Others,Source,Mitsubishi
778,6090,19-06-2023,CUST-831,90311-T0016,3,16.0,48.0,VENTILATION VALVE,Others,Source,Honda
779,562,01-04-2023,CUST-583,SDT10193(.50),2,6.39,12.78,THERMOSTAT,Others,Source,Toyota
780,9807,20-04-2023,CUST-811,DIAMBD-502,1,13.2,13.2,common mounting,Others,Source,Toyota
781,5244,09-10-2023,CUST-256,SDT10193(STD),1,16.12,16.12,CON ROD BEARING(U),Others,Source,VehicleMake
782,6710,06-01-2024,CUST-915,04111-11021,2,11.2,22.4,GASKET KIT,Others,Aftermarket,Toyota
783,2455,17-06-2023,CUST-695,83320‑0K01A,2,6.84,13.68,LOWER ARM BUSH,Others,Source,Generic
784,4724,06-02-2024,CUST-979,48655-28020,2,6.3,12.6,gasket kit,Others,Source,Honda
785,9362,11-04-2025,CUST-990,KYB33340187,1,5.01,5.01,AXLE GREASE,Others,OEM,VehicleMake
786,7823,22-06-2025,CUST-628,13505-20030,3,8.95,26.85,WEATHER STRIP,Others,Aftermarket,Nissan
787,8481,06-07-2024,CUST-546,21200-VJ20A,2,17.57,35.14,ENGINE INSULATOR,Others,OEM,VehicleMake
788,2669,22-04-2024,CUST-381,LUCIDES,2,18.89,37.78,RACK END,Others,OEM,VehicleMake
789,9314,15-01-2024,CUST-812,90919-01210,2,5.42,10.84,air filter,Others,OEM,Honda
790,6782,01-05-2024,CUST-993,17801-0C010,3,11.79,35.37,UNIVERSAL JOINTS,Others,Aftermarket,VehicleMake
791,5963,12-02-2025,CUST-172,GWT131,3,9.54,28.62,PETROLS GASKET,Others,Source,Nissan
792,227,23-02-2024,CUST-577,KYB334698,1,6.45,6.45,THRUST WASher,Others,Source,Mitsubishi
793,6201,17-06-2023,CUST-361,48820-0K030,1,10.84,10.84,gasket kit,Others,OEM,Mitsubishi
794,4834,15-04-2024,CUST-695,CLT19,3,11.68,35.04,CLUTCH COVER,Others,OEM,Nissan
795,7179,16-06-2024,CUST-329,THREEBOND,3,5.78,17.34,VENTILATION VALVE,Others,Aftermarket,Generic
796,1544,28-04-2025,CUST-477,15692-31010,2,3.79,7.58,RACK END,Others,Aftermarket,Toyota
797,6852,04-01-2024,CUST-377,72-452,1,17.81,17.81,POWER STEERING KIT,Others,Aftermarket,VehicleMake
798,5757,10-06-2025,CUST-624,02-132,3,12.89,38.67,THERMOSTAT GASKET,Others,Source,Generic
799,6127,20-01-2023,CUST-980,DIAMBD-502,3,9.82,29.46,brake shoe,Others,OEM,Mitsubishi
800,5474,19-02-2024,CUST-429,68173-60050,1,16.91,16.91,GASKET KIT,Others,OEM,Honda
801,3117,29-11-2023,CUST-109,R748A-STD,1,4.02,4.02,WATER PUMP,Others,Source,Nissan
802,6204,01-10-2023,CUST-558,KYB334698,3,13.67,41.01,CLUTCH COVER,Others,Aftermarket,Honda
803,2514,05-07-2024,CUST-109,PartNo,1,15.89,15.89,CHAIN GUIDE,Others,Aftermarket,Mitsubishi
804,5954,24-07-2024,CUST-568,SDT10193(.50),1,12.88,12.88,STEERING BOOT,Others,OEM,VehicleMake
805,3057,15-09-2024,CUST-164,21200-VJ20A,2,4.97,9.94,FUEL FILTER,Others,OEM,Honda
806,6295,03-09-2024,CUST-977,4PK930,3,8.09,24.27,OIL SEAL,Others,Aftermarket,VehicleMake
807,2804,05-02-2025,CUST-941,GWT131,1,7.44,7.44,BELT,Others,Source,Nissan
808,6258,19-07-2024,CUST-913,MIT-COOL(4L)-G,2,12.71,25.42,FUEL PUMP,Others,OEM,Toyota
809,9017,10-09-2024,CUST-163,21200-31U1B,1,9.96,9.96,GUM HOSE,Others,OEM,Mitsubishi
810,4276,10-01-2025,CUST-153,13503-62030,3,4.67,14.01,CLUTCH DISK,Others,Source,Honda
811,6745,02-02-2025,CUST-835,04495-06050,1,5.6,5.6,"BELT','Generic",Others,OEM,Nissan
812,1481,26-02-2023,CUST-626,48069-33060,1,9.13,9.13,CON ROD BEARING(U),Others,Aftermarket,Toyota
813,7276,28-01-2024,CUST-875,MS1232(.50),2,8.62,17.24,OIL FILTER GASKET,Others,Aftermarket,Generic
814,3538,30-06-2023,CUST-238,90915-YZZD2,1,4.08,4.08,common mounting,Others,OEM,Toyota
815,2969,11-04-2023,CUST-534,83320‑0K01A,3,12.95,38.85,"BELT','Generic",Others,Source,Nissan
816,5888,08-10-2024,CUST-270,SL3890R,1,12.16,12.16,POWER STEERING HOSE,Others,Aftermarket,Mitsubishi
817,9876,11-02-2023,CUST-168,12361-31081,3,14.8,44.4,STEERING DAMPER,Others,Source,Honda
818,5098,18-01-2023,CUST-266,SWN30131,2,12.08,24.16,OIL FILTER GASKET,Others,Source,Mitsubishi
819,8616,17-08-2023,CUST-296,35330-08010,2,12.3,24.6,PETROLS GASKET,Others,Aftermarket,Honda
820,3909,12-01-2023,CUST-314,11193-70010,1,7.58,7.58,OIL FILTER,Others,Aftermarket,Toyota
821,908,16-07-2024,CUST-611,MIT-COOL(4L)-G,2,17.16,34.32,TRANSAXLE GASKET,Others,OEM,Mitsubishi
822,9405,22-08-2023,CUST-152,13568-YZZ10,1,7.83,7.83,CHAIN TENSIONER,Others,Aftermarket,VehicleMake
823,2179,29-06-2024,CUST-673,12305-0C011,2,5.26,10.52,GROMMET,Others,OEM,Generic
824,4256,07-07-2023,CUST-451,04111-11021,1,9.47,9.47,GUM HOSE,Others,OEM,Mitsubishi
825,1846,15-02-2025,CUST-435,12261-31060,1,12.91,12.91,PCV VALVE,Others,OEM,Honda
826,3856,23-07-2023,CUST-131,CRT96,3,4.34,13.02,WEATHER STRIP,Others,Aftermarket,Toyota
827,8684,15-01-2024,CUST-581,11193-70010,3,4.02,12.06,THRONE ARM,Others,Aftermarket,Nissan
828,8142,21-06-2025,CUST-871,CLT19,2,14.98,29.96,WEATHER STRIP,Others,Aftermarket,VehicleMake
829,9735,07-04-2023,CUST-655,SDT10193(STD),2,6.4,12.8,FUEL FILTER,Others,Aftermarket,VehicleMake
830,7272,28-01-2024,CUST-968,12204-31030,3,3.38,10.14,OIL FILTER,Others,OEM,Honda
831,4500,09-01-2025,CUST-687,17801-31131,3,10.64,31.92,UNIVERSAL JACK COVER,Others,OEM,Honda
832,3833,11-08-2024,CUST-864,44348-33250,1,6.52,6.52,UNIVERSAL JACK COVER,Others,Source,Generic
833,6745,03-01-2025,CUST-977,KYB33340187,1,7.17,7.17,IDLER BEARING,Others,OEM,VehicleMake
834,5931,11-04-2023,CUST-598,23300-75140,1,3.16,3.16,GASKET KIT,Others,Source,Generic
835,9146,24-01-2024,CUST-218,23826-31080,2,14.94,29.88,CON ROD BEARING(UM),Others,Aftermarket,Toyota
836,3472,16-06-2024,CUST-695,13091-ZK00A,1,4.34,4.34,THERMOSTAT,Others,Aftermarket,Honda
837,3414,09-06-2023,CUST-685,16100-39456,2,19.94,39.88,BELT TENSIONER,Others,OEM,Mitsubishi
838,6228,05-12-2024,CUST-128,11193-70010,3,17.6,52.8,OIL FILTER GASKET,Others,Source,Nissan
839,2450,06-12-2023,CUST-262,CBT57L,1,4.2,4.2,FUEL PUMP,Others,Aftermarket,VehicleMake
840,8125,22-07-2023,CUST-875,72-452,3,9.47,28.41,ENGMATE,Others,Source,Honda
841,1862,15-03-2024,CUST-497,04371-60070,2,12.7,25.4,WATER PUMP,Others,Aftermarket,VehicleMake
842,4522,06-08-2023,CUST-142,SL3890R,1,18.44,18.44,air filtration kit,Others,OEM,Toyota
843,1933,06-05-2024,CUST-524,GWT131,1,6.54,6.54,MAIN BEARING,Others,OEM,Generic
844,1574,02-01-2023,CUST-346,CRT96,2,9.61,19.22,SHOCK ABSORBER,Others,Aftermarket,Toyota
845,8471,12-04-2023,CUST-980,04446-06060,1,15.68,15.68,THERMOSTAT,Others,Source,Nissan
846,2139,10-12-2024,CUST-188,90915-YZZD2,2,17.87,35.74,Brake pad,Others,Source,Honda
847,269,17-05-2025,CUST-653,4PK980,2,16.57,33.14,VENTILATION VALVE,Others,Source,Toyota
848,7117,19-06-2023,CUST-126,MK-D-2228,2,11.19,22.38,CLUTCHDISK,Others,Aftermarket,Mitsubishi
849,6633,04-12-2023,CUST-835,15692-31010,3,2.81,8.43,PETROLLOAR ,Others,Aftermarket,VehicleMake
850,6905,03-11-2023,CUST-775,68171-60070,1,16.94,16.94,GASKET KIT,Others,OEM,VehicleMake
851,3816,18-09-2024,CUST-574,SDT10193(STD),1,7.95,7.95,BRAKE PAD,Others,Aftermarket,VehicleMake
852,4547,06-07-2023,CUST-788,MIT-COOL(4L)-G,2,18.62,37.24,UNIVERSAL JOINT,Others,Aftermarket,Honda
853,7344,28-11-2023,CUST-362,4PK1070,3,12.53,37.59,CLUTCHDISK,Others,Aftermarket,Nissan
854,6793,24-03-2025,CUST-287,04465-0K580,3,9.69,29.07,air filter,Others,Source,Honda
855,5332,17-11-2024,CUST-724,13503-62030,1,15.88,15.88,PCV VALVE,Others,OEM,Nissan
856,3655,24-02-2025,CUST-571,MS1458A,1,19.38,19.38,PISTON RING,Others,OEM,Generic
857,5132,09-09-2023,CUST-112,90445-18130,1,4.79,4.79,WATER PUMP,Others,OEM,Toyota
858,2541,28-05-2024,CUST-897,CET118,3,8.63,25.89,PartDescription,Others,OEM,Toyota
859,4450,01-10-2023,CUST-426,12305-0C011,2,10.48,20.96,POWER STEERING KIT,Others,Aftermarket,Nissan
860,7776,05-02-2024,CUST-431,90311-T0016,3,10.85,32.55,CLUTCHDISK,Others,Aftermarket,Toyota
861,5835,17-03-2023,CUST-424,12361-31081,1,15.62,15.62,GASKET KIT,Others,Source,Honda
862,5840,07-04-2024,CUST-191,04465-06090,2,16.98,33.96,ENGMATE,Others,Source,Honda
863,6447,21-03-2023,CUST-179,17801-0C010,1,15.27,15.27,common mounting,Others,Source,Nissan
864,6764,02-04-2025,CUST-659,10101-EA225,3,19.89,59.67,GAS KIT,Others,Aftermarket,VehicleMake
865,8280,31-08-2024,CUST-100,DIAMBD-502,3,4.63,13.89,POWER STEERING HOSE,Others,OEM,Toyota
866,7749,25-12-2023,CUST-127,CB1232(STD),1,9.86,9.86,SPARK PLUG,Others,Source,VehicleMake
867,1532,15-12-2024,CUST-994,LUCIDES,1,8.51,8.51,GUM HOSE,Others,OEM,Generic
868,3846,06-09-2024,CUST-612,90311-35033,2,15.06,30.12,CON ROD BEARING(U),Others,Source,Honda
869,2070,29-04-2024,CUST-482,LUCIDES,3,11.86,35.58,ENGMATE,Others,Aftermarket,Nissan
870,297,06-07-2024,CUST-352,DIAMBD-006U,3,19.57,58.71,air filtration kit,Others,Aftermarket,Generic
871,8451,11-10-2024,CUST-931,12262-31070,3,12.13,36.39,brake shoe,Others,Aftermarket,Nissan
872,7665,12-01-2023,CUST-859,16325-76010,2,18.39,36.78,GUM HOSE,Others,Source,Honda
873,5314,20-06-2023,CUST-436,MS1232(.50),3,17.99,53.97,CON ROD BEARING(U),Others,Source,Generic
874,4900,08-02-2023,CUST-864,35168-21020,3,7.86,23.58,VACCUM HOSE,Others,Source,Nissan
875,8177,18-04-2023,CUST-634,68172-60060,1,17.05,17.05,CLUTCH ASSEMBLY,Others,Aftermarket,Toyota
876,9561,18-11-2023,CUST-852,CBT57L,3,9.11,27.33,air filter,Others,OEM,VehicleMake
877,8663,03-07-2024,CUST-123,SL3890R,2,9.43,18.86,TIMING BELT,Others,Aftermarket,VehicleMake
878,6823,22-10-2024,CUST-142,90445-18130,3,2.72,8.16,CLUTCH COVER,Others,Aftermarket,Toyota
879,6160,23-06-2024,CUST-145,13505-20030,2,8.81,17.62,LUBRICANT,Others,Source,Toyota
880,7047,13-12-2024,CUST-590,KYB334698,1,15.01,15.01,THRONE ARM,Others,Aftermarket,Mitsubishi
881,3162,14-06-2023,CUST-529,CBT57L,2,3.87,7.74,PISTON,Others,Source,Mitsubishi
882,10170,23-06-2025,CUST-387,13070-9BM0A,1,9.91,9.91,LOWER ARMS,Others,Source,VehicleMake
883,1167,10-04-2023,CUST-529,PartNo,3,7.97,23.91,POWERTRAIN KIT,Others,OEM,VehicleMake
884,8407,01-10-2023,CUST-807,LUCIDES,3,12.88,38.64,SPARK PLUG,Others,Aftermarket,Mitsubishi
885,5954,20-06-2023,CUST-143,GIP-505,3,8.57,25.71,LINKS,Others,OEM,Honda
886,2052,26-04-2025,CUST-933,13503-62030,2,12.6,25.2,VALVE COVER GASKET,Others,OEM,Nissan
887,8688,16-12-2024,CUST-570,13091-ZK00A,2,15.14,30.28,VENTILATION VALVE,Others,Source,Honda
888,8962,18-10-2023,CUST-845,12204-31030,2,5.64,11.28,LINK ROD,Others,Aftermarket,Generic
889,3176,09-09-2024,CUST-397,13505-20030,2,17.9,35.8,FUEL FILTER,Others,Aftermarket,Generic
890,8577,18-10-2024,CUST-994,11011-38050,3,5.39,16.17,PETROLLOAR ,Others,OEM,Honda
891,7591,17-06-2024,CUST-974,12361-31081,2,8.27,16.54,"BELT','Generic",Others,Source,Toyota
892,6452,31-03-2023,CUST-396,13070-ZK01B,1,9.87,9.87,BRAKE PAD,Others,Source,Generic
893,2962,07-05-2025,CUST-869,CRT96,2,3.11,6.22,POWER STEERING HOSE,Others,Source,VehicleMake
894,4650,16-07-2023,CUST-465,90311-T0015,3,9.73,29.19,CLUTCH COVER,Others,Aftermarket,Honda
895,6754,02-04-2023,CUST-579,90445-18130,2,16.76,33.52,air filtration kit,Others,Source,Mitsubishi
896,545,19-12-2024,CUST-933,90915-YZZD2,3,3.57,10.71,THERMOSTAT GASKET,Others,OEM,VehicleMake
897,4131,08-03-2023,CUST-167,90311-35033,3,2.8,8.4,CHAIN GUIDE,Others,Aftermarket,Nissan
898,3810,26-03-2025,CUST-248,04446-06060,3,4.37,13.11,Brake pad,Others,Aftermarket,Honda
899,4730,18-03-2023,CUST-258,4PK930,2,14.04,28.08,common mounting,Others,OEM,VehicleMake
900,3437,16-06-2023,CUST-431,11011-38050,2,8.56,17.12,PETROLS GASKET,Others,Source,Honda
901,3589,05-10-2024,CUST-194,04111-11021,2,18.84,37.68,FUEL PUMP,Others,Source,Mitsubishi
902,926,21-06-2024,CUST-986,48655-28020,2,13.87,27.74,GASKET KIT,Others,Aftermarket,VehicleMake
903,3125,28-12-2024,CUST-521,MS1232(.50),1,9.06,9.06,COOLANT,Others,OEM,VehicleMake
904,8942,22-09-2023,CUST-614,35168-73010,1,5.2,5.2,SHAKE HOSE,Others,Aftermarket,Mitsubishi
905,8140,25-08-2024,CUST-289,48820-0K030,1,18.41,18.41,PETROLS GASKET,Others,Aftermarket,Generic
906,412,07-10-2023,CUST-950,13070-ZK01A,2,16.36,32.72,PISTON,Others,Aftermarket,Toyota
907,9610,07-03-2024,CUST-393,35168-73010,2,7.94,15.88,THRUST WASHER,Others,Aftermarket,Honda
908,3658,01-04-2025,CUST-973,68172-60060,1,2.7,2.7,SHAKE HOSE,Others,Aftermarket,Generic
909,5728,01-02-2025,CUST-509,SL3890R,2,8.49,16.98,ENGMATE,Others,Source,VehicleMake
910,8478,18-07-2023,CUST-197,02-132,2,7.81,15.62,BELT TENSIONER,Others,Aftermarket,Toyota
911,9983,21-07-2023,CUST-128,15692-31010,1,15.66,15.66,THRONE ARM,Others,Aftermarket,VehicleMake
912,5741,08-07-2024,CUST-235,16325-76010,1,4.84,4.84,LINKS,Others,OEM,Nissan
913,3291,24-03-2025,CUST-540,23826-31080,2,19.48,38.96,LINK ROD,Others,OEM,Toyota
914,5756,22-04-2023,CUST-947,12261-31060,1,8.91,8.91,THERMOSTAT GASKET,Others,OEM,Toyota
915,3912,08-01-2024,CUST-168,13070-ZK01A,1,14.04,14.04,GROMMET,Others,Aftermarket,Nissan
916,2789,21-03-2025,CUST-216,MIT-COMMON-MOUNTING,3,7.13,21.39,AIR FILTER,Others,Aftermarket,Toyota
917,9971,30-05-2024,CUST-694,35168-21020,2,15.6,31.2,shock assembly,Others,Source,Generic
918,10175,16-10-2023,CUST-346,04371-60070,2,3.52,7.04,CHAIN TENSIONER,Others,Source,Toyota
919,1587,16-12-2024,CUST-908,68173-60050,3,14.3,42.9,CLUTCH ASSEMBLY,Others,Aftermarket,Honda
920,2068,25-04-2023,CUST-813,MS1232(.50),2,19.47,38.94,FUEL PURIFICATION,Others,OEM,Honda
921,8587,26-12-2024,CUST-812,SDTA10193(STD),1,14.22,14.22,WEATHER STRIP,Others,Aftermarket,VehicleMake
922,480,01-01-2025,CUST-503,13503-62030,2,16.84,33.68,COOLANT,Others,OEM,Mitsubishi
923,3493,03-10-2024,CUST-465,72-452,2,11.88,23.76,STEERING DAMPER,Others,Source,Mitsubishi
924,6562,22-03-2025,CUST-671,13503-62030,2,17.7,35.4,brake shoe,Others,Source,Honda
925,8531,17-10-2023,CUST-123,48655-28020,1,5.01,5.01,RACK END,Others,OEM,Nissan
926,1308,14-01-2023,CUST-856,12262-31070,3,6.61,19.83,LOWER ARM,Others,OEM,Honda
927,2333,23-02-2023,CUST-449,90311-35033,1,19.25,19.25,POWERTRAIN KIT,Others,OEM,Mitsubishi
928,654,04-01-2023,CUST-394,12261-31060,2,9.19,18.38,POWERTRAIN KIT,Others,Aftermarket,Honda
929,9681,30-06-2024,CUST-296,21200-31 UB0,2,14.47,28.94,VACCUM HOSE,Others,Source,Honda
930,3004,13-06-2025,CUST-953,THREEBOND-RTV,2,17.93,35.86,CLUTCHDISK,Others,Aftermarket,Generic
931,7379,21-12-2023,CUST-753,4PK980,1,3.54,3.54,THRUST WASHER,Others,Source,Nissan
932,6303,10-02-2023,CUST-145,90311-T0015,3,12.49,37.47,CHAIN TENSIONER,Others,Aftermarket,Toyota
933,6545,26-05-2024,CUST-716,13091-ZK00A,1,17.14,17.14,FUEL PURIFICATION,Others,Aftermarket,Mitsubishi
934,7200,15-04-2025,CUST-556,SL3890R,1,17.95,17.95,CON ROD BEARING,Others,Aftermarket,Honda
935,840,18-01-2024,CUST-651,13568-YZZ10,1,12.0,12.0,THRONE ARM,Others,Source,Mitsubishi
936,7350,26-10-2023,CUST-731,83320-0K010,3,12.43,37.29,FUEL FILTER,Others,OEM,Nissan
937,5178,19-08-2023,CUST-375,CET118,3,11.05,33.15,AXLE GREASE,Others,Aftermarket,Generic
938,1663,09-08-2023,CUST-500,13070-9BM0A,2,7.52,15.04,THRUST WASHER,Others,Aftermarket,VehicleMake
939,5517,03-03-2023,CUST-789,LUCIDES,3,13.51,40.53,BELT TENSIONER,Others,Aftermarket,Generic
940,7325,22-02-2023,CUST-482,44348-33250,1,19.77,19.77,LOWER ARM BUSH,Others,Source,VehicleMake
941,497,22-06-2024,CUST-979,72-452,3,13.92,41.76,LOWER ARM BUSH,Others,Source,Honda
942,6475,17-06-2025,CUST-913,12261-31060,1,12.64,12.64,PCV VALVE,Others,OEM,Mitsubishi
943,8854,26-09-2024,CUST-491,10101-EA225,1,17.27,17.27,PETROL GAUGE,Others,OEM,Generic
944,8828,30-09-2023,CUST-554,KYB334399,3,4.08,12.24,GAS KIT,Others,Aftermarket,Generic
945,3102,28-11-2023,CUST-449,35168-21020,1,5.58,5.58,LUBRICANT,Others,Aftermarket,Toyota
946,6100,14-02-2023,CUST-770,R748A-STD,2,16.14,32.28,GUM HOSE,Others,OEM,Toyota
947,2573,23-04-2023,CUST-130,35168-21020,1,3.91,3.91,CHAIN GUIDE,Others,OEM,Mitsubishi
948,8774,11-06-2025,CUST-820,12204-36030,1,11.06,11.06,shock assembly,Others,Source,Mitsubishi
949,2623,29-12-2023,CUST-672,21200-VJ20A,1,10.03,10.03,LINK ROD,Others,OEM,Mitsubishi
950,7195,19-02-2023,CUST-875,15208-31U00,3,19.89,59.67,Brake pad,Others,Source,Mitsubishi
951,3164,19-03-2023,CUST-392,12204-31030,3,3.56,10.68,UNIVERSAL JOINT,Others,Aftermarket,Generic
952,5962,02-08-2024,CUST-832,35330-08010,1,14.85,14.85,TIEROD END,Others,OEM,Toyota
953,4549,16-06-2024,CUST-741,90311-35033,2,3.25,6.5,BELT,Others,Source,Generic
954,6264,01-11-2023,CUST-457,90919-01233,3,10.64,31.92,GUM HOSE,Others,OEM,Toyota
955,427,04-04-2025,CUST-712,35330-73010,3,14.73,44.19,GROMMET,Others,OEM,Toyota
956,5919,04-04-2025,CUST-633,16100-39456,2,9.2,18.4,ENGINE INSULATOR,Others,OEM,Mitsubishi
957,2592,22-03-2025,CUST-927,CBT57L,1,17.2,17.2,TIMING BELT,Others,Source,Generic
958,8472,04-04-2025,CUST-244,15692-31010,2,10.87,21.74,SPARK PLUG,Others,OEM,Toyota
959,2732,27-01-2024,CUST-646,KYB334698,1,11.53,11.53,THERMOSTAT GASKET,Others,OEM,Toyota
960,807,13-01-2023,CUST-151,68171-60070,3,5.57,16.71,GROMMET,Others,OEM,Honda
961,7671,29-11-2023,CUST-688,15692-31010,3,11.45,34.35,STEERING BOOT,Others,Source,Mitsubishi
962,5090,18-05-2024,CUST-779,CBT57L,2,12.67,25.34,PETROLLOGGLE,Others,OEM,Toyota
963,3875,28-05-2023,CUST-119,11011-38050,1,13.48,13.48,FUEL PUMP,Others,Source,Nissan
964,6503,09-04-2024,CUST-609,13091-ZK00A,2,2.84,5.68,OIL SEAL,Others,Source,Generic
965,3949,11-05-2023,CUST-287,LUCIDES,1,4.85,4.85,THRUST WASHER,Others,Aftermarket,Honda
966,3544,08-03-2023,CUST-211,CET118,1,17.31,17.31,GEAR GASKET,Others,Aftermarket,Mitsubishi
967,1668,28-01-2024,CUST-304,04465-33050,3,5.39,16.17,THRONE ARM,Others,OEM,Nissan
968,3709,14-08-2024,CUST-207,13091-ZK00A,2,12.39,24.78,THRUST WASher,Others,Source,Generic
969,4318,11-10-2024,CUST-802,SWT10236ZZ-STD,1,5.51,5.51,COOLANT,Others,Aftermarket,Honda
970,4238,18-04-2023,CUST-351,GIP-505,3,8.76,26.28,BELT,Others,OEM,Nissan
971,9110,28-03-2025,CUST-648,04465-0K580,2,3.49,6.98,TIMING BELT,Others,Source,Toyota
972,2478,23-02-2023,CUST-587,13070-9BM0A,1,9.52,9.52,GAS KIT,Others,Source,VehicleMake
973,6941,14-02-2024,CUST-812,KYB334400,3,16.93,50.79,THRONE ARM,Others,Source,Nissan
